video_id,author,comment,like_count,published_at,type,clean_text
hFIMNthZ6ow,@Mikhailsd59n,Beberapa pengguna menemukan 💀D𝐸𝑊𝐴DORA💀 sebagai alat yang berharga untuk berjejaring. 🤙,0,2025-05-30T15:37:21Z,parent,beberapa pengguna menemukan ddora sebagai alat yang berharga untuk berjejaring
hFIMNthZ6ow,@CarlosR1DF1,Pertimbangkan untuk menjelajahi 🙇DEWADORA🙇 jika Anda menghargai desain yang inovatif. 🧐,0,2025-05-30T15:37:19Z,parent,pertimbangkan untuk menjelajahi dewadora jika anda menghargai desain yang inovatif
hFIMNthZ6ow,@Juanwl0s2,"Begitu mantap! Bermain di 🧍𝐷𝘌𝑊𝐀DORA🧍 lancar, rezeki pun mengalir dengan deras! 🅿",0,2025-05-30T15:37:16Z,parent,begitu mantap bermain di dora lancar rezeki pun mengalir dengan deras
hFIMNthZ6ow,@JamesP0clS,😇𝘿𝘌WADORA😇 menawarkan pengalaman daring yang berbeda. 😁,0,2025-05-30T15:37:15Z,parent,wadora menawarkan pengalaman daring yang berbeda
hFIMNthZ6ow,@GiovanniHnHjs,🤒𝐷Е𝘞𝘼DORA🤒adalah platform yang didedikasikan untuk inovasi dan kemajuan. 🍯,0,2025-05-30T15:37:13Z,parent,doraadalah platform yang didedikasikan untuk inovasi dan kemajuan
hFIMNthZ6ow,@ManfredvqQXl,"Modal kecil berubah jadi keuntungan besar di 🤐𝐃E𝑊АDORA🤐, amazing banget! 🐪",0,2025-05-30T15:37:12Z,parent,modal kecil berubah jadi keuntungan besar di edora amazing banget
hFIMNthZ6ow,@MikhailsQMIE,"Aku baru aja coba, dan langsung dapet jakpot gede di 👩‍🦱𝘿𝙀𝑊ADORA👩‍🦱. Rasanya gak percaya, tapi itu nyata! 🥤",0,2025-05-30T15:37:09Z,parent,aku baru aja coba dan langsung dapet jakpot gede di adora rasanya gak percaya tapi itu nyata
hFIMNthZ6ow,@AlainAjjZa,"Cuma main iseng di 😩𝐃𝐄W𝐀DORA😩,malah dapet untung buat jalan-jalan. Terima kasih banyak! 🥡",0,2025-05-30T15:37:09Z,parent,cuma main iseng di wdoramalah dapet untung buat jalanjalan terima kasih banyak
hFIMNthZ6ow,@JuanaqpEH,Bermain di 🧔DEWADORA🧔 membantu saya mengatasi masalah hutang yang menghantui. 😕,0,2025-05-30T15:37:06Z,parent,bermain di dewadora membantu saya mengatasi masalah hutang yang menghantui
hFIMNthZ6ow,@adamdragons293,Kameramen nya gak bnr ini ambil gambar nya 🗿,0,2025-05-30T14:36:25Z,parent,kameramen nya gak bnr ini ambil gambar nya
hFIMNthZ6ow,@danuksdanuks6062,"Satu satunya tim dari eropa yang mendadak berubah menjadi Cambodia hanya milik mu..
Sekarang HT 0-1 lawan Hongkong.m G.nevil Scholes dkk pasti mangis guling guling melihat mantan tim nya di buat pecundang dari asen 😂😂😂😂",0,2025-05-30T12:55:35Z,parent,satu satunya tim dari eropa yang mendadak berubah menjadi cambodia hanya milik musekarang ht lawan hongkongm gnevil scholes dkk pasti mangis guling guling melihat mantan tim nya di buat pecundang dari asen
hFIMNthZ6ow,@orangbiasa4209,"Mana nih jongos indo g da Yang bacot wkkk.. kasihan pemainnya g ke paket.. negeri tetangga sukses menyelenggarakan Asean all stars dibilangnya sepi wkkk..
Bentar lagi jongos indo akan gigit jari kalau dibantai sama China.",0,2025-05-30T12:54:44Z,parent,mana nih jongos indo g da yang bacot wkkk kasihan pemainnya g ke paket negeri tetangga sukses menyelenggarakan asean all stars dibilangnya sepi wkkkbentar lagi jongos indo akan gigit jari kalau dibantai sama china
hFIMNthZ6ow,@ismawatiprayoga8520,Liat MU skrng mirip club liga antah berantah,0,2025-05-30T12:49:09Z,parent,liat mu skrng mirip club liga antah berantah
hFIMNthZ6ow,@mahasiswaabadi1045,Luar biasa. Goa2 di Indonesia sudah dipenuhi fans munyuk.,0,2025-05-30T10:26:44Z,parent,luar biasa goa di indonesia sudah dipenuhi fans munyuk
hFIMNthZ6ow,@muhammadjihad5960,Serius tnya yg cetak gol allstar sape?,0,2025-05-30T10:24:06Z,parent,serius tnya yg cetak gol allstar sape
hFIMNthZ6ow,@SelebesCelebes,Ini m.u emang gak punya malu Mungkin 😂 udah kalah dari Tottenham masa kalah juga sama Asean 😮,0,2025-05-30T09:01:37Z,parent,ini mu emang gak punya malu mungkin udah kalah dari tottenham masa kalah juga sama asean
hFIMNthZ6ow,@HernanNaimDamanikIIOOOO,"asean loh ya. belum perkumpulan pemain asia😂😂. belum lagi nnti yang diisi nama nama kaya son, kubo, minamino, taremi, khusanov, jay😂😂😂😂
ngakak sehina ini tim badut ini😂😂😂",0,2025-05-30T08:09:03Z,parent,asean loh ya belum perkumpulan pemain asia belum lagi nnti yang diisi nama nama kaya son kubo minamino taremi khusanov jayngakak sehina ini tim badut ini
hFIMNthZ6ow,@Usahaupaya,Saya pensiun jdi fans MU... Udah cukup PERSIB aja...,0,2025-05-30T06:45:56Z,parent,saya pensiun jdi fans mu udah cukup persib aja
hFIMNthZ6ow,@Priyadi957,Macam tak serius mu main,0,2025-05-30T06:10:57Z,parent,macam tak serius mu main
hFIMNthZ6ow,@yangmasanginrudaldijettemp9361,HAHAHAHA disana kalah disini kalah😂😂😂 mending dagang rujak di inggris,0,2025-05-30T05:58:15Z,parent,hahahaha disana kalah disini kalah mending dagang rujak di inggris
hFIMNthZ6ow,@yangmasanginrudaldijettemp9361,"asean Allstars boys be like ..
A : ""bro bagi nomor WA lu dong?
B : ""ada nih, bentar ya gw ngalahin Emyu dulu""
A : ""Oke jgn lama ya""
B : ""Nih bro, bikinin grup sekalian ya""",0,2025-05-30T06:00:59Z,reply,asean allstars boys be like a bro bagi nomor wa lu dongb ada nih bentar ya gw ngalahin emyu dulua oke jgn lama yab nih bro bikinin grup sekalian ya
hFIMNthZ6ow,@onicid2754,Mau tanyaa allstas tim dari negara mana,0,2025-05-30T05:45:04Z,parent,mau tanyaa allstas tim dari negara mana
hFIMNthZ6ow,@Wafacilik,"Cintannya tetap ke asean walau kalian pake baju MU 😂.

Wakil indonesia terbaik.",2,2025-05-30T05:15:08Z,parent,cintannya tetap ke asean walau kalian pake baju mu wakil indonesia terbaik
hFIMNthZ6ow,@adhirama1728,"Kelemahan stadion di Indonesia. 
Jika disorot kamera jelek. Gak pernah mau belajar dari stadion luar negeri yang indah dipandang saat ditonton di tv.",0,2025-05-30T04:21:29Z,parent,kelemahan stadion di indonesia jika disorot kamera jelek gak pernah mau belajar dari stadion luar negeri yang indah dipandang saat ditonton di tv
hFIMNthZ6ow,@ikhsanmadjid8531,Bnyk fans emyu tapi dicuekin pemain emyu pas menyambut😂😂😂 bahkan ada yg acungi jari tengah,0,2025-05-30T03:47:06Z,parent,bnyk fans emyu tapi dicuekin pemain emyu pas menyambut bahkan ada yg acungi jari tengah
hFIMNthZ6ow,@herwansahroni2584,Ah cuma nyenengin aja kalau beneran kebantai,0,2025-05-30T02:47:58Z,parent,ah cuma nyenengin aja kalau beneran kebantai
hFIMNthZ6ow,@YohanesRumaSoa,Ini pemain2 Asean yang udah semakin baik atau MU nya aja yang semakin buruk yah..??,0,2025-05-29T23:00:16Z,parent,ini pemain asean yang udah semakin baik atau mu nya aja yang semakin buruk yah
hFIMNthZ6ow,@Ceprat-Cepret,Fans MU gk ada chant glory glory man untd gituh senyapp amat 🤣🤣,0,2025-05-29T22:53:33Z,parent,fans mu gk ada chant glory glory man untd gituh senyapp amat
hFIMNthZ6ow,@TabSamsung-g2r,"Laga dimana mau nganggu agenda timnas , tapi gak jadi wwkwj.,,, ada ada aja caranya aff ganggu agenda fifa timnas.",0,2025-05-29T22:45:14Z,parent,laga dimana mau nganggu agenda timnas tapi gak jadi wwkwj ada ada aja caranya aff ganggu agenda fifa timnas
hFIMNthZ6ow,@Vincentrayilanangbollemeyer07,Bahkan di asiapun ga di kasih menang🤣🤣🤣. Kocak bener dah emyu🤣🤣,0,2025-05-29T21:07:14Z,parent,bahkan di asiapun ga di kasih menang kocak bener dah emyu
hFIMNthZ6ow,@kicauanburung6126,MU harus nya d bubarin saja sih malu2 in primer league,0,2025-05-29T18:08:56Z,parent,mu harus nya d bubarin saja sih malu in primer league
hFIMNthZ6ow,@keteklorek2428,Definisi setan merah berubah jadi badut merah🤣🤣,3,2025-05-29T17:41:00Z,parent,definisi setan merah berubah jadi badut merah
hFIMNthZ6ow,@BJMracingdivision1,Kalah sama team yang baru latihan 1 minggu.....mimpi buruk apa MU,0,2025-05-29T16:18:06Z,parent,kalah sama team yang baru latihan minggumimpi buruk apa mu
hFIMNthZ6ow,@dekabil56,GK di tayangin tv nasional?,0,2025-05-29T16:05:19Z,parent,gk di tayangin tv nasional
hFIMNthZ6ow,@pertigaangedongsongo5281,Dari indo siapa yang ikut,0,2025-05-29T14:15:30Z,parent,dari indo siapa yang ikut
hFIMNthZ6ow,@ifandakosta6868,Gak ada mnariknya untuk ditonton,0,2025-05-29T13:41:47Z,parent,gak ada mnariknya untuk ditonton
hFIMNthZ6ow,@ErnandoArief-s1e,MU jd tim kacangan sm asean kalah😂 pantes aja betah di papan bawah😂,0,2025-05-29T13:00:41Z,parent,mu jd tim kacangan sm asean kalah pantes aja betah di papan bawah
hFIMNthZ6ow,@SyahrudinSgs,Gak ada seru serunya,0,2025-05-29T12:54:48Z,parent,gak ada seru serunya
hFIMNthZ6ow,@JokoUtami-m8v,"Berkat 𝐃𝐎𝐑-𝐀-𝟕-𝟕😊 saya berubah, dari petani kecil jadi pemilik agribisnis. 🏸",0,2025-05-29T12:42:51Z,parent,berkat saya berubah dari petani kecil jadi pemilik agribisnis
hFIMNthZ6ow,@DewiHartono-f9y,"Main sekali, langsung dapet menang besar. D O R A 7 7👌-bener-bener gacir! 🏘",0,2025-05-29T12:42:51Z,parent,main sekali langsung dapet menang besar d o r a benerbener gacir
hFIMNthZ6ow,@AndiWijaya-r3s,"Hiburan seru dan menguntungkan, hanya di 𝗗-𝗢-𝗥-𝗔-𝟳𝟳🙂! 🔤",0,2025-05-29T12:42:51Z,parent,hiburan seru dan menguntungkan hanya di
hFIMNthZ6ow,@FajarSeptiani-e7p,"Jakpot besar bikin aku makin percaya sama keberuntungan, cuma di 𝐃𝐎𝐑𝐀-𝟕-𝟕😎! 🥯",0,2025-05-29T12:42:51Z,parent,jakpot besar bikin aku makin percaya sama keberuntungan cuma di
hFIMNthZ6ow,@LutfiNuraini-q3y,"Hasil gacir bikin hariku makin cerah, makasih banyak 𝗗𝗢-𝗥-𝗔-𝟳-𝟳🤩! 🐇",0,2025-05-29T12:42:50Z,parent,hasil gacir bikin hariku makin cerah makasih banyak
hFIMNthZ6ow,@SariPermata-s4g,"Main santai di DORA 7 7🤞,eh malah dapet menang besar! Gak mau ketinggalan lagi! 🚔",0,2025-05-29T12:42:50Z,parent,main santai di dora eh malah dapet menang besar gak mau ketinggalan lagi
hFIMNthZ6ow,@AnisaHartono-y5o,"Ternyata main di DORA77👋-bikin rezeki datang begitu saja, langsung gacir! 🏟",0,2025-05-29T12:42:47Z,parent,ternyata main di dorabikin rezeki datang begitu saja langsung gacir
hFIMNthZ6ow,@AldiHermawan-r6v,Terima kasih 𝗗𝗢𝗥𝗔𝟳𝟳✊! Hari ini menang besar dan bisa buat kebutuhan keluarga. 🍽,0,2025-05-29T12:42:44Z,parent,terima kasih hari ini menang besar dan bisa buat kebutuhan keluarga
hFIMNthZ6ow,@JokoSyahputra-g7p,"Bermain di 𝐃𝐎𝐑𝐀 𝟕 𝟕👍 membantu saya bertransformasi, dari buruh bangunan jadi pemilik kontraktor. 🚲",0,2025-05-29T12:42:44Z,parent,bermain di membantu saya bertransformasi dari buruh bangunan jadi pemilik kontraktor
hFIMNthZ6ow,@NikoHartono-c2t,"Di 𝐃𝐎-𝐑-𝐀-𝟕-𝟕😉 mendukung transformasi saya, dari buruh bangunan jadi bos konstruksi. 🚖",0,2025-05-29T12:42:44Z,parent,di mendukung transformasi saya dari buruh bangunan jadi bos konstruksi
hFIMNthZ6ow,@GalihSyahputra-j9x,𝗗 𝗢 𝗥 𝗔𝟳𝟳🤜 menawarkan tim dukungan yang responsif dan bermanfaat. 🤘,0,2025-05-29T12:42:44Z,parent,menawarkan tim dukungan yang responsif dan bermanfaat
hFIMNthZ6ow,@LailaSantoso-w7n,Main di DORATUJUHTUJUH😫 langsung bikin hari jadi lebih cerah! 🍴,0,2025-05-29T12:42:43Z,parent,main di doratujuhtujuh langsung bikin hari jadi lebih cerah
hFIMNthZ6ow,@DewiWijaya-v3r,"Jika Anda menghargai umpan balik pengguna, 𝘿𝙊 𝙍 𝘼 𝟳 𝟳🙍-mungkin pilihan yang baik. 🍩",0,2025-05-29T12:42:43Z,parent,jika anda menghargai umpan balik pengguna mungkin pilihan yang baik
hFIMNthZ6ow,@IntanUtami-z5u,Seru banget main di 𝗗𝗢𝗥-𝗔-𝟳-𝟳🤔! Gak berasa waktu berlalu! ☮,0,2025-05-29T12:42:43Z,parent,seru banget main di gak berasa waktu berlalu
hFIMNthZ6ow,@RanggaWicaksono-l7n,"Wah! JP super besar di 𝗗𝗢𝗥𝗔𝟳 𝟳🖖,pecah rekor lagi! 🐷",0,2025-05-29T12:42:43Z,parent,wah jp super besar di pecah rekor lagi
hFIMNthZ6ow,@BudiSusanto-o9z,Bermain di D O R A 7 7👌 membantu saya mencapai kestabilan finansial dengan melunasi hutang. 🤞,0,2025-05-29T12:42:43Z,parent,bermain di d o r a membantu saya mencapai kestabilan finansial dengan melunasi hutang
hFIMNthZ6ow,@LailaRamadhan-m9o,Hasil dari 𝗗 𝗢 𝗥𝗔𝟳𝟳🤛 membantu saya menyelesaikan kewajiban keuangan tanpa kendala. 🐖,0,2025-05-29T12:42:43Z,parent,hasil dari membantu saya menyelesaikan kewajiban keuangan tanpa kendala
hFIMNthZ6ow,@AnisaWijaya-s2j,"Keberuntungan saya bener-bener gacir di 𝘿 𝙊 𝙍 𝘼 𝟳𝟳🧑,nggak nyangka! 🎫",0,2025-05-29T12:42:42Z,parent,keberuntungan saya benerbener gacir di nggak nyangka
hFIMNthZ6ow,@DewiUtami-s4c,Modal usaha saya bertambah berkat hasil positif dari 𝘿𝙊𝙍𝘼 𝟳 𝟳🙅. 😌,0,2025-05-29T12:42:42Z,parent,modal usaha saya bertambah berkat hasil positif dari
hFIMNthZ6ow,@DewiSaputra-z7h,DORA 7 7🤞 menawarkan kesempatan untuk belajar dari orang lain. 🐻,0,2025-05-29T12:42:42Z,parent,dora menawarkan kesempatan untuk belajar dari orang lain
hFIMNthZ6ow,@NisaSusanto-e9q,"Bermain di 𝗗 𝗢 𝗥 𝗔 𝟳 𝟳👐 membuka jalan, dari buruh tani ke pengusaha sukses. 🗺",0,2025-05-29T12:42:42Z,parent,bermain di membuka jalan dari buruh tani ke pengusaha sukses
hFIMNthZ6ow,@KartikaSantoso-t8w,"Tarik semua hasil kemenangan dari 𝘿 𝙊 𝙍 𝘼𝟳𝟳👧, saatnya mewujudkan impian! 🉑",0,2025-05-29T12:42:41Z,parent,tarik semua hasil kemenangan dari saatnya mewujudkan impian
hFIMNthZ6ow,@SariPratama-s3n,"Penasaran banget! Coba deh, siapa tau kamu dapet menang seperti aku di 𝗗 𝗢 𝗥 𝗔𝟳𝟳🤜! ✝",0,2025-05-29T12:42:40Z,parent,penasaran banget coba deh siapa tau kamu dapet menang seperti aku di
hFIMNthZ6ow,@IntanSeptiani-k5f,"Hari ini dapat rezeki besar dari 𝘿𝙊𝙍𝘼𝟳𝟳😑, senang banget rasanya! 🍐",0,2025-05-29T12:42:40Z,parent,hari ini dapat rezeki besar dari senang banget rasanya
hFIMNthZ6ow,@SariFirmansyah-r3k,"menang besar bikin aku makin percaya sama keberuntungan, cuma di DORA-7-7😀! 🚐",0,2025-05-29T12:42:38Z,parent,menang besar bikin aku makin percaya sama keberuntungan cuma di dora
hFIMNthZ6ow,@KartikaPutri-b5q,Hasil di 𝗗𝗢-𝗥-𝗔-𝟳-𝟳🤩 membuat saya bisa melunasi hutang tanpa beban berat. 🤏,0,2025-05-29T12:42:37Z,parent,hasil di membuat saya bisa melunasi hutang tanpa beban berat
hFIMNthZ6ow,@MegaSaputra-c8h,"JP datang berbondong-bondong di D O R A 77🖖, lagi gacor parah nih! 🔶",0,2025-05-29T12:42:35Z,parent,jp datang berbondongbondong di d o r a lagi gacor parah nih
hFIMNthZ6ow,@SariWicaksono-r1j,Seru banget main di 𝗗 𝗢 𝗥 𝗔 𝟳 𝟳👐! Gak nyangka bisa menang besar! 🍻,0,2025-05-29T12:42:35Z,parent,seru banget main di gak nyangka bisa menang besar
hFIMNthZ6ow,@fathullohatha519,MU lagi jelek performa nya.,0,2025-05-29T12:41:34Z,parent,mu lagi jelek performa nya
hFIMNthZ6ow,@adityafadliramadhan8245,Uji coba dengan MU JELAS Menang ASEAN All Star MU sendiri tim lemah di Inggris,0,2025-05-29T12:40:09Z,parent,uji coba dengan mu jelas menang asean all star mu sendiri tim lemah di inggris
hFIMNthZ6ow,@IblisTimur-u8l,mending nonton tarkam,0,2025-05-29T12:37:36Z,parent,mending nonton tarkam
hFIMNthZ6ow,@AndiRamadhan-b9t,Mencari pengalaman daring yang lancar? 👐𝐃𝙀W𝐀DORA👐-mungkin solusinya. 🍞,0,2025-05-29T12:28:37Z,parent,mencari pengalaman daring yang lancar wdoramungkin solusinya
hFIMNthZ6ow,@BudiFirmansyah-n8x,Asik banget main di 👇𝘿E𝑊𝐀DORA👇! Cuan auto nambah terus! 🕋,0,2025-05-29T12:28:37Z,parent,asik banget main di edora cuan auto nambah terus
hFIMNthZ6ow,@SariAmalia-v2i,Modal tambahan dari 🦴DEWADORA🦴 sangat mendukung usaha yang sedang saya jalankan. 🐯,0,2025-05-29T12:28:37Z,parent,modal tambahan dari dewadora sangat mendukung usaha yang sedang saya jalankan
hFIMNthZ6ow,@NisaFirmansyah-p6d,"Ternyata main di 💏DEWADORA💏-itu gacir beneran, hasilnya langsung terlihat! 🛳",0,2025-05-29T12:28:37Z,parent,ternyata main di dewadoraitu gacir beneran hasilnya langsung terlihat
hFIMNthZ6ow,@FajarSantoso-v2j,"Bermain di 🤔DEWADORA🤔 membuka jalan, dari tukang bakso ke pemilik restoran. 🧃",0,2025-05-29T12:28:36Z,parent,bermain di dewadora membuka jalan dari tukang bakso ke pemilik restoran
hFIMNthZ6ow,@SariPutri-m5s,👍DEWADORA👍menyediakan platform untuk minat yang sama. 🍲,0,2025-05-29T12:28:31Z,parent,dewadoramenyediakan platform untuk minat yang sama
hFIMNthZ6ow,@AnisaNuraini-e7o,menang besar bikin aku makin semangat coba lagi di 😫DEWADORA😫! 🎹,0,2025-05-29T12:28:30Z,parent,menang besar bikin aku makin semangat coba lagi di dewadora
hFIMNthZ6ow,@AldiNuraini-n9r,"Sungguh luar biasa! 😐DEWADORA😐-membuat ketagihan berat, sulit untuk berhenti! 🐍",0,2025-05-29T12:28:30Z,parent,sungguh luar biasa dewadoramembuat ketagihan berat sulit untuk berhenti
hFIMNthZ6ow,@LailaHartono-n7w,😕𝐃𝐄𝙒𝘼DORA😕 menyediakan ruang untuk kompetisi yang sehat. 😛,0,2025-05-29T12:28:30Z,parent,dora menyediakan ruang untuk kompetisi yang sehat
