video_id,author,comment,like_count,published_at,type
hFIMNthZ6ow,@Pierre5ZEam,"Mantap betul! Main di 😲D𝘌𝐖ADORA😲 anti lag, cuan pun anti macet! 🏳‍🌈",0,2025-05-30T15:37:30Z,parent
hFIMNthZ6ow,@AndreiytWdc,"Keberuntungan rezeki hari ini datang berkat 🥶𝘋𝐄W𝐴DORA🥶,alhamdulillahirobbilalamin! 🦣",0,2025-05-30T15:37:29Z,parent
hFIMNthZ6ow,@AndréTXtlU,"Hasil gacir terus di 🧑DEWADORA🧑,nggak pernah kecewa! 🎺",0,2025-05-30T15:37:29Z,parent
hFIMNthZ6ow,@Mikhailsd59n,Beberapa pengguna menemukan 💀D𝐸𝑊𝐴DORA💀 sebagai alat yang berharga untuk berjejaring. 🤙,0,2025-05-30T15:37:21Z,parent
hFIMNthZ6ow,@CarlosR1DF1,Pertimbangkan untuk menjelajahi 🙇DEWADORA🙇 jika Anda menghargai desain yang inovatif. 🧐,0,2025-05-30T15:37:19Z,parent
hFIMNthZ6ow,@Juanwl0s2,"Begitu mantap! Bermain di 🧍𝐷𝘌𝑊𝐀DORA🧍 lancar, rezeki pun mengalir dengan deras! 🅿",0,2025-05-30T15:37:16Z,parent
hFIMNthZ6ow,@JamesP0clS,😇𝘿𝘌WADORA😇 menawarkan pengalaman daring yang berbeda. 😁,0,2025-05-30T15:37:15Z,parent
hFIMNthZ6ow,@GiovanniHnHjs,🤒𝐷Е𝘞𝘼DORA🤒adalah platform yang didedikasikan untuk inovasi dan kemajuan. 🍯,0,2025-05-30T15:37:13Z,parent
hFIMNthZ6ow,@ManfredvqQXl,"Modal kecil berubah jadi keuntungan besar di 🤐𝐃E𝑊АDORA🤐, amazing banget! 🐪",0,2025-05-30T15:37:12Z,parent
hFIMNthZ6ow,@MikhailsQMIE,"Aku baru aja coba, dan langsung dapet jakpot gede di 👩‍🦱𝘿𝙀𝑊ADORA👩‍🦱. Rasanya gak percaya, tapi itu nyata! 🥤",0,2025-05-30T15:37:09Z,parent
hFIMNthZ6ow,@AlainAjjZa,"Cuma main iseng di 😩𝐃𝐄W𝐀DORA😩,malah dapet untung buat jalan-jalan. Terima kasih banyak! 🥡",0,2025-05-30T15:37:09Z,parent
hFIMNthZ6ow,@JuanaqpEH,Bermain di 🧔DEWADORA🧔 membantu saya mengatasi masalah hutang yang menghantui. 😕,0,2025-05-30T15:37:06Z,parent
hFIMNthZ6ow,@adamdragons293,Kameramen nya gak bnr ini ambil gambar nya 🗿,0,2025-05-30T14:36:25Z,parent
hFIMNthZ6ow,@monox_xcool,Bravo King Asean All Stars !!! 🤩🥳👍👍,3,2025-05-30T14:19:10Z,parent
hFIMNthZ6ow,@danuksdanuks6062,"Satu satunya tim dari eropa yang mendadak berubah menjadi Cambodia hanya milik mu..
Sekarang HT 0-1 lawan Hongkong.m G.nevil Scholes dkk pasti mangis guling guling melihat mantan tim nya di buat pecundang dari asen 😂😂😂😂",0,2025-05-30T12:55:35Z,parent
hFIMNthZ6ow,@orangbiasa4209,"Mana nih jongos indo g da Yang bacot wkkk.. kasihan pemainnya g ke paket.. negeri tetangga sukses menyelenggarakan Asean all stars dibilangnya sepi wkkk..
Bentar lagi jongos indo akan gigit jari kalau dibantai sama China.",0,2025-05-30T12:54:44Z,parent
hFIMNthZ6ow,@ismawatiprayoga8520,Liat MU skrng mirip club liga antah berantah,0,2025-05-30T12:49:09Z,parent
hFIMNthZ6ow,@LingkingPrak,"The English team, MU, was humiliated by malaysia",0,2025-05-30T11:25:56Z,parent
hFIMNthZ6ow,@mahasiswaabadi1045,Luar biasa. Goa2 di Indonesia sudah dipenuhi fans munyuk.,0,2025-05-30T10:26:44Z,parent
hFIMNthZ6ow,@muhammadjihad5960,Serius tnya yg cetak gol allstar sape?,0,2025-05-30T10:24:06Z,parent
hFIMNthZ6ow,@SelebesCelebes,Ini m.u emang gak punya malu Mungkin 😂 udah kalah dari Tottenham masa kalah juga sama Asean 😮,0,2025-05-30T09:01:37Z,parent
hFIMNthZ6ow,@HernanNaimDamanikIIOOOO,"asean loh ya. belum perkumpulan pemain asia😂😂. belum lagi nnti yang diisi nama nama kaya son, kubo, minamino, taremi, khusanov, jay😂😂😂😂
ngakak sehina ini tim badut ini😂😂😂",0,2025-05-30T08:09:03Z,parent
hFIMNthZ6ow,@Usahaupaya,Saya pensiun jdi fans MU... Udah cukup PERSIB aja...,0,2025-05-30T06:45:56Z,parent
hFIMNthZ6ow,@hebohkali3510,MU MU lawan asia aja keok😂😂😂,0,2025-05-30T06:20:43Z,parent
hFIMNthZ6ow,@Priyadi957,Macam tak serius mu main,0,2025-05-30T06:10:57Z,parent
hFIMNthZ6ow,@yangmasanginrudaldijettemp9361,HAHAHAHA disana kalah disini kalah😂😂😂 mending dagang rujak di inggris,0,2025-05-30T05:58:15Z,parent
hFIMNthZ6ow,@yangmasanginrudaldijettemp9361,"asean Allstars boys be like ..
A : ""bro bagi nomor WA lu dong?
B : ""ada nih, bentar ya gw ngalahin Emyu dulu""
A : ""Oke jgn lama ya""
B : ""Nih bro, bikinin grup sekalian ya""",0,2025-05-30T06:00:59Z,reply
hFIMNthZ6ow,@onicid2754,Mau tanyaa allstas tim dari negara mana,0,2025-05-30T05:45:04Z,parent
hFIMNthZ6ow,@Wafacilik,"Cintannya tetap ke asean walau kalian pake baju MU 😂.

Wakil indonesia terbaik.",2,2025-05-30T05:15:08Z,parent
hFIMNthZ6ow,@adhirama1728,"Kelemahan stadion di Indonesia. 
Jika disorot kamera jelek. Gak pernah mau belajar dari stadion luar negeri yang indah dipandang saat ditonton di tv.",0,2025-05-30T04:21:29Z,parent
hFIMNthZ6ow,@ikhsanmadjid8531,Bnyk fans emyu tapi dicuekin pemain emyu pas menyambut😂😂😂 bahkan ada yg acungi jari tengah,0,2025-05-30T03:47:06Z,parent
hFIMNthZ6ow,@herwansahroni2584,Ah cuma nyenengin aja kalau beneran kebantai,0,2025-05-30T02:47:58Z,parent
hFIMNthZ6ow,@YohanesRumaSoa,Ini pemain2 Asean yang udah semakin baik atau MU nya aja yang semakin buruk yah..??,0,2025-05-29T23:00:16Z,parent
hFIMNthZ6ow,@Ceprat-Cepret,Fans MU gk ada chant glory glory man untd gituh senyapp amat 🤣🤣,0,2025-05-29T22:53:33Z,parent
hFIMNthZ6ow,@TabSamsung-g2r,"Laga dimana mau nganggu agenda timnas , tapi gak jadi wwkwj.,,, ada ada aja caranya aff ganggu agenda fifa timnas.",0,2025-05-29T22:45:14Z,parent
hFIMNthZ6ow,@Vincentrayilanangbollemeyer07,Bahkan di asiapun ga di kasih menang🤣🤣🤣. Kocak bener dah emyu🤣🤣,0,2025-05-29T21:07:14Z,parent
hFIMNthZ6ow,@sunartoto3113,Kya ga niat main nontonnya pula ga enak ..,0,2025-05-29T18:20:18Z,parent
hFIMNthZ6ow,@kicauanburung6126,MU harus nya d bubarin saja sih malu2 in primer league,0,2025-05-29T18:08:56Z,parent
hFIMNthZ6ow,@keteklorek2428,Definisi setan merah berubah jadi badut merah🤣🤣,3,2025-05-29T17:41:00Z,parent
hFIMNthZ6ow,@BJMracingdivision1,Kalah sama team yang baru latihan 1 minggu.....mimpi buruk apa MU,0,2025-05-29T16:18:06Z,parent
hFIMNthZ6ow,@PutriPratama-y2k,LAGA JUDI,0,2025-05-29T16:07:03Z,parent
hFIMNthZ6ow,@dekabil56,GK di tayangin tv nasional?,0,2025-05-29T16:05:19Z,parent
hFIMNthZ6ow,@agilwonotirto5226,MUNYYUUUKKKK 😂😂😂😂 GLORY GLORY MU MU MU MUNYUUUKKK,0,2025-05-29T15:54:46Z,parent
hFIMNthZ6ow,@pertigaangedongsongo5281,Dari indo siapa yang ikut,0,2025-05-29T14:15:30Z,parent
hFIMNthZ6ow,@ifandakosta6868,Gak ada mnariknya untuk ditonton,0,2025-05-29T13:41:47Z,parent
hFIMNthZ6ow,@ErnandoArief-s1e,MU jd tim kacangan sm asean kalah😂 pantes aja betah di papan bawah😂,0,2025-05-29T13:00:41Z,parent
hFIMNthZ6ow,@SyahrudinSgs,Gak ada seru serunya,0,2025-05-29T12:54:48Z,parent
hFIMNthZ6ow,@JokoUtami-m8v,"Berkat 𝐃𝐎𝐑-𝐀-𝟕-𝟕😊 saya berubah, dari petani kecil jadi pemilik agribisnis. 🏸",0,2025-05-29T12:42:51Z,parent
hFIMNthZ6ow,@DewiHartono-f9y,"Main sekali, langsung dapet menang besar. D O R A 7 7👌-bener-bener gacir! 🏘",0,2025-05-29T12:42:51Z,parent
hFIMNthZ6ow,@AndiWijaya-r3s,"Hiburan seru dan menguntungkan, hanya di 𝗗-𝗢-𝗥-𝗔-𝟳𝟳🙂! 🔤",0,2025-05-29T12:42:51Z,parent
hFIMNthZ6ow,@FajarSeptiani-e7p,"Jakpot besar bikin aku makin percaya sama keberuntungan, cuma di 𝐃𝐎𝐑𝐀-𝟕-𝟕😎! 🥯",0,2025-05-29T12:42:51Z,parent
hFIMNthZ6ow,@LutfiNuraini-q3y,"Hasil gacir bikin hariku makin cerah, makasih banyak 𝗗𝗢-𝗥-𝗔-𝟳-𝟳🤩! 🐇",0,2025-05-29T12:42:50Z,parent
hFIMNthZ6ow,@SariPermata-s4g,"Main santai di DORA 7 7🤞,eh malah dapet menang besar! Gak mau ketinggalan lagi! 🚔",0,2025-05-29T12:42:50Z,parent
hFIMNthZ6ow,@AnisaHartono-y5o,"Ternyata main di DORA77👋-bikin rezeki datang begitu saja, langsung gacir! 🏟",0,2025-05-29T12:42:47Z,parent
hFIMNthZ6ow,@AldiHermawan-r6v,Terima kasih 𝗗𝗢𝗥𝗔𝟳𝟳✊! Hari ini menang besar dan bisa buat kebutuhan keluarga. 🍽,0,2025-05-29T12:42:44Z,parent
hFIMNthZ6ow,@JokoSyahputra-g7p,"Bermain di 𝐃𝐎𝐑𝐀 𝟕 𝟕👍 membantu saya bertransformasi, dari buruh bangunan jadi pemilik kontraktor. 🚲",0,2025-05-29T12:42:44Z,parent
hFIMNthZ6ow,@NikoHartono-c2t,"Di 𝐃𝐎-𝐑-𝐀-𝟕-𝟕😉 mendukung transformasi saya, dari buruh bangunan jadi bos konstruksi. 🚖",0,2025-05-29T12:42:44Z,parent
hFIMNthZ6ow,@GalihSyahputra-j9x,𝗗 𝗢 𝗥 𝗔𝟳𝟳🤜 menawarkan tim dukungan yang responsif dan bermanfaat. 🤘,0,2025-05-29T12:42:44Z,parent
hFIMNthZ6ow,@LailaSantoso-w7n,Main di DORATUJUHTUJUH😫 langsung bikin hari jadi lebih cerah! 🍴,0,2025-05-29T12:42:43Z,parent
hFIMNthZ6ow,@DewiWijaya-v3r,"Jika Anda menghargai umpan balik pengguna, 𝘿𝙊 𝙍 𝘼 𝟳 𝟳🙍-mungkin pilihan yang baik. 🍩",0,2025-05-29T12:42:43Z,parent
hFIMNthZ6ow,@IntanUtami-z5u,Seru banget main di 𝗗𝗢𝗥-𝗔-𝟳-𝟳🤔! Gak berasa waktu berlalu! ☮,0,2025-05-29T12:42:43Z,parent
hFIMNthZ6ow,@RanggaWicaksono-l7n,"Wah! JP super besar di 𝗗𝗢𝗥𝗔𝟳 𝟳🖖,pecah rekor lagi! 🐷",0,2025-05-29T12:42:43Z,parent
hFIMNthZ6ow,@BudiSusanto-o9z,Bermain di D O R A 7 7👌 membantu saya mencapai kestabilan finansial dengan melunasi hutang. 🤞,0,2025-05-29T12:42:43Z,parent
hFIMNthZ6ow,@LailaRamadhan-m9o,Hasil dari 𝗗 𝗢 𝗥𝗔𝟳𝟳🤛 membantu saya menyelesaikan kewajiban keuangan tanpa kendala. 🐖,0,2025-05-29T12:42:43Z,parent
hFIMNthZ6ow,@AnisaWijaya-s2j,"Keberuntungan saya bener-bener gacir di 𝘿 𝙊 𝙍 𝘼 𝟳𝟳🧑,nggak nyangka! 🎫",0,2025-05-29T12:42:42Z,parent
hFIMNthZ6ow,@DewiUtami-s4c,Modal usaha saya bertambah berkat hasil positif dari 𝘿𝙊𝙍𝘼 𝟳 𝟳🙅. 😌,0,2025-05-29T12:42:42Z,parent
hFIMNthZ6ow,@DewiSaputra-z7h,DORA 7 7🤞 menawarkan kesempatan untuk belajar dari orang lain. 🐻,0,2025-05-29T12:42:42Z,parent
hFIMNthZ6ow,@NisaSusanto-e9q,"Bermain di 𝗗 𝗢 𝗥 𝗔 𝟳 𝟳👐 membuka jalan, dari buruh tani ke pengusaha sukses. 🗺",0,2025-05-29T12:42:42Z,parent
hFIMNthZ6ow,@KartikaSantoso-t8w,"Tarik semua hasil kemenangan dari 𝘿 𝙊 𝙍 𝘼𝟳𝟳👧, saatnya mewujudkan impian! 🉑",0,2025-05-29T12:42:41Z,parent
hFIMNthZ6ow,@SariPratama-s3n,"Penasaran banget! Coba deh, siapa tau kamu dapet menang seperti aku di 𝗗 𝗢 𝗥 𝗔𝟳𝟳🤜! ✝",0,2025-05-29T12:42:40Z,parent
hFIMNthZ6ow,@IntanSeptiani-k5f,"Hari ini dapat rezeki besar dari 𝘿𝙊𝙍𝘼𝟳𝟳😑, senang banget rasanya! 🍐",0,2025-05-29T12:42:40Z,parent
hFIMNthZ6ow,@SariFirmansyah-r3k,"menang besar bikin aku makin percaya sama keberuntungan, cuma di DORA-7-7😀! 🚐",0,2025-05-29T12:42:38Z,parent
hFIMNthZ6ow,@KartikaPutri-b5q,Hasil di 𝗗𝗢-𝗥-𝗔-𝟳-𝟳🤩 membuat saya bisa melunasi hutang tanpa beban berat. 🤏,0,2025-05-29T12:42:37Z,parent
hFIMNthZ6ow,@MegaSaputra-c8h,"JP datang berbondong-bondong di D O R A 77🖖, lagi gacor parah nih! 🔶",0,2025-05-29T12:42:35Z,parent
hFIMNthZ6ow,@SariWicaksono-r1j,Seru banget main di 𝗗 𝗢 𝗥 𝗔 𝟳 𝟳👐! Gak nyangka bisa menang besar! 🍻,0,2025-05-29T12:42:35Z,parent
hFIMNthZ6ow,@ngabanglandak7072,Kesombongan MU😂,0,2025-05-29T12:42:11Z,parent
hFIMNthZ6ow,@fathullohatha519,MU lagi jelek performa nya.,0,2025-05-29T12:41:34Z,parent
hFIMNthZ6ow,@adityafadliramadhan8245,Uji coba dengan MU JELAS Menang ASEAN All Star MU sendiri tim lemah di Inggris,0,2025-05-29T12:40:09Z,parent
hFIMNthZ6ow,@IblisTimur-u8l,mending nonton tarkam,0,2025-05-29T12:37:36Z,parent
hFIMNthZ6ow,@AndiRamadhan-b9t,Mencari pengalaman daring yang lancar? 👐𝐃𝙀W𝐀DORA👐-mungkin solusinya. 🍞,0,2025-05-29T12:28:37Z,parent
hFIMNthZ6ow,@BudiFirmansyah-n8x,Asik banget main di 👇𝘿E𝑊𝐀DORA👇! Cuan auto nambah terus! 🕋,0,2025-05-29T12:28:37Z,parent
hFIMNthZ6ow,@SariAmalia-v2i,Modal tambahan dari 🦴DEWADORA🦴 sangat mendukung usaha yang sedang saya jalankan. 🐯,0,2025-05-29T12:28:37Z,parent
hFIMNthZ6ow,@NisaFirmansyah-p6d,"Ternyata main di 💏DEWADORA💏-itu gacir beneran, hasilnya langsung terlihat! 🛳",0,2025-05-29T12:28:37Z,parent
hFIMNthZ6ow,@FajarSantoso-v2j,"Bermain di 🤔DEWADORA🤔 membuka jalan, dari tukang bakso ke pemilik restoran. 🧃",0,2025-05-29T12:28:36Z,parent
hFIMNthZ6ow,@SariPutri-m5s,👍DEWADORA👍menyediakan platform untuk minat yang sama. 🍲,0,2025-05-29T12:28:31Z,parent
hFIMNthZ6ow,@AnisaNuraini-e7o,menang besar bikin aku makin semangat coba lagi di 😫DEWADORA😫! 🎹,0,2025-05-29T12:28:30Z,parent
hFIMNthZ6ow,@AldiNuraini-n9r,"Sungguh luar biasa! 😐DEWADORA😐-membuat ketagihan berat, sulit untuk berhenti! 🐍",0,2025-05-29T12:28:30Z,parent
hFIMNthZ6ow,@LailaHartono-n7w,😕𝐃𝐄𝙒𝘼DORA😕 menyediakan ruang untuk kompetisi yang sehat. 😛,0,2025-05-29T12:28:30Z,parent
hFIMNthZ6ow,@PutraSeptiani-e4w,"Berkat 🤕DEWADORA🤕 saya melesat, dari tukang sayur ke pengusaha supermarket. 🍷",0,2025-05-29T12:28:30Z,parent
hFIMNthZ6ow,@NisaHermawan-j4v,Mencari cara untuk bersantai? 😮𝘋𝐸WADORA😮 bisa menjadi pilihan. 😍,0,2025-05-29T12:28:30Z,parent
hFIMNthZ6ow,@JokoAmalia-n8r,🙎DEWADORA🙎menawarkan perpaduan fitur yang unik. 🥑,0,2025-05-29T12:28:30Z,parent
hFIMNthZ6ow,@RizkyNuraini-b3m,"Jika Anda menghargai dukungan pelanggan, 👧DЕ𝑊𝐀DORA👧 mungkin pilihan yang baik. 🤟",0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@RizkyFirmansyah-q6c,"Rezeki datang begitu cepat, main di 🥳𝘿𝐸𝑊𝐴DORA🥳 langsung gacir! 🍭",0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@FajarSeptiani-m7r,"Rezeki tak terduga datang dari 😫DEWADORA😫,makasih banyak! 🏹",0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@GalihHermawan-m5d,Semoga rezeki dari 😩𝐃𝐄W𝐀DORA😩 membawa berkah dan manfaat bagi sesama umat manusia! 🚩,0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@LutfiNuraini-o6m,"Nggak nyesel coba main di 👤DEWADORA👤, hasilnya gacir banget! 🐅",0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@SariYulianti-p5p,"Bermain di 😯DEWADORA😯 membuka jalan, dari tukang jahit ke pengusaha sukses. 🪁",0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@AndiSusanto-m1n,"Keren abis! Menang banyak di 🧔DEWADORA🧔,auto upgrade! 🤘",0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@RanggaRamadhan-b5r,Mencari platform untuk mengekspresikan diri? 😚DEWADORA😚 bisa menjadi pilihan. 😭,0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@RizkyRamadhan-e7y,Rasakan perbedaannya dengan 🧑DEWADORA🧑. 🥠,0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@NikoUtami-y6y,"Kece badai! Main di 🤛DEWADORA🤛-lancar, cuan juga lancar jaya! 👈",0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@IntanHartono-b8p,"Dengan 🤒DEWADORA🤒 saya sukses, dari penjual pulsa ke pengusaha teknologi. 🍨",0,2025-05-29T12:28:29Z,parent
hFIMNthZ6ow,@NikoSeptiani-c9b,"Gak sabar buat main lagi di 🥵𝘿𝐄𝐖𝐀DORA🥵,karena rezeki datang tak terduga! 🛥",0,2025-05-29T12:28:28Z,parent
hFIMNthZ6ow,@FajarSusanto-f9e,Bermain di 👫𝐷𝙀𝘞𝘼DORA👫 membuat saya mampu menutup hutang dengan mudah dan cepat. 🍋,0,2025-05-29T12:28:28Z,parent
hFIMNthZ6ow,@IntanHartono-b3h,🤪𝐷𝙀𝘞𝘈DORA🤪 menawarkan pengalaman visual yang menarik. 🤓,0,2025-05-29T12:28:27Z,parent
hFIMNthZ6ow,@LailaPermata-p5b,"Kece banget! Main di 😇DEWADORA😇 lancar, cuan juga lancar! 🔁",0,2025-05-29T12:28:22Z,parent
hFIMNthZ6ow,@DewiSyahputra-z5h,"Melalui 🥴DEWADORA🥴 saya berubah, dari buruh tani ke pengusaha pertanian. 🪝",0,2025-05-29T12:28:21Z,parent
hFIMNthZ6ow,@LailaFirmansyah-e6k,Keuntungan dari 😒𝘋𝐄𝙒𝐀DORA😒 membuat saya bisa membeli rumah dengan lebih mudah. 🍑,0,2025-05-29T12:28:20Z,parent
hFIMNthZ6ow,@annoemaung09,Myanmar MgMg Lwin,0,2025-05-29T12:27:02Z,parent
hFIMNthZ6ow,@rusdibahalwan3722,"Kalo dulu negara Asean beneran bersatu beneran bakalan jadi pesaing Mamarika, sudah pasti dunia persepakbolaan dapat bersaing dengan eropa",0,2025-05-29T12:20:52Z,parent
hFIMNthZ6ow,@EniSumala,🏴󠁧󠁢󠁥󠁮󠁧󠁿,0,2025-05-29T11:33:06Z,parent
hFIMNthZ6ow,@Fahdart2,2:20 wkwk,0,2025-05-29T11:01:12Z,parent
hFIMNthZ6ow,@Jenculicheng,Banyak gaya si lu coo garnaco wkwkw,0,2025-05-30T02:35:57Z,reply
hFIMNthZ6ow,@ranggasetiawancahya,kemenangan Asean itu berkat kakang & kawan kerja sama tim yg kompak & sulit,1,2025-05-29T10:26:15Z,parent
hFIMNthZ6ow,@yavethape3312,penonton mu malu 😃,0,2025-05-29T10:15:21Z,parent
hFIMNthZ6ow,@ImamSyaifullah-x8t,Ini memang Sepak Bola Asean Sudah Mulai Maju ini Bukan Salah MU nya yg Bapuk 🙏🙏,8,2025-05-29T10:02:22Z,parent
hFIMNthZ6ow,@CollideWithTheSlope,Ini karena dua2 nya sih hahaha,0,2025-05-31T02:27:10Z,reply
hFIMNthZ6ow,@Liv_822,😁,0,2025-05-29T09:57:54Z,parent
hFIMNthZ6ow,@julianhutapea,bahkan sekelas piala give away aja MU gasanggup dapetin wkwkw,0,2025-05-29T09:54:36Z,parent
hFIMNthZ6ow,@IntanPermata-d2p,"Dengan 𝓓𝓞ℛ𝓐77 saya sukses, dari tukang becak jadi pengusaha transportasi. 🎼",0,2025-05-29T09:49:16Z,parent
